,Title,Authors,Year,Repository
890,ECBRP: An Efficient Cluster-Based Routing Protocol for Real-Time Multimedia Streaming in MANETs,Jinjing TaoGuangwei BaiHang ShenLei Cao,2011,Springer
891,The Efficacy of Single-Sex Education: Testing for Selection and Peer Quality Effects,Amy Roberson HayesErin E. PahlkeRebecca S. Bigler,2011,Springer
892,Using OWL ontologies for adaptive patient information modelling and preoperative clinical decision support,Matt-Mouley BouamraneAlan RectorMartin Hurrell,2011,Springer
893,Equitable regulation of private forests,Roje S. GooteeKeith A. BlatnerDavid M. BaumgartnerMatthew S. CarrollEdward P. Weber,2011,Springer
894,Assessing architectural evolution: a case study,Michel WermelingerYijun YuAngela LozanoAndrea Capiluppi,2011,Springer
895,“Remain Faithful to the Earth!”*: Reporting Experiences of Artifact-Centered Design in Healthcare,Federico Cabitza,2011,Springer
896,Formal methods for security in the Xenon hypervisor,Leo FreitasJohn McDermott,2011,Springer
897,Radiology IT: Applications Integration vs. Consolidation,Peter K. Kijewski,2011,Springer
898,Experimental study and numerical simulation on compressive buckling behavior of thin steel skins in unilateral contact with rigid constraints,Nicholas KeageChristopher MaioloRebecca PierottiXing Ma,2011,Springer
899,Estimating the flaw size in drilled shafts using an impulse response method,Sheng-Huoo NiYan-Hong HuangKuo-Feng LoJenq-Jy Charng,2011,Springer
900,Agent-based dynamic support for learning from collaborative brainstorming in scientific inquiry,Hao-Chuan WangCarolyn P. RoséChun-Yen Chang,2011,Springer
901,Gender Differences in Ethics Research: The Importance of Controlling for the Social Desirability Response Bias,Derek DaltonMarc Ortegren,2011,Springer
902,Adult cancer survivorship care: experiences from the LIVESTRONG centers of excellence network,Marci K. CampbellIrene TessaroMindy GellinCarmina G. ValleShannon GoldenLeanne KayePatricia A. GanzMary S. McCabeLinda A. JacobsKaren SyrjalaBarbara AndersonAlison F. JonesKenneth Miller,2011,Springer
903,A meta-review of evidence on heart failure disease management programs: the challenges of describing and synthesizing evidence on complex interventions,Lori A SavardDavid R ThompsonAlexander M Clark,2011,Springer
904,Pre-referral rectal artesunate in severe malaria: flawed trial,Karim F HirjiZulfiqarali G Premji,2011,Springer
905,Rank-based refactoring decision support: two studies,Liming ZhaoJane Huffman Hayes,2011,Springer
906,Investigating preferences for mosquito-control technologies in Mozambique with latent class analysis,Rachel A SmithVictoria C BarclayJill L Findeis,2011,Springer
907,"Inherent illnesses and attacks: an ethnographic study of interpretations of childhood Acute Respiratory Infections (ARIs) in Manhiça, southern Mozambique",Lianne StrausKhátia MunguambeQuique BassatSonia MachevoChristopher PellAnna RocaRobert Pool,2011,Springer
908,A crossover operator that uses Pareto optimality in its definition,I. AlbertoP. M. Mateo,2011,Springer
909,Mobile phones and head tumours. The discrepancies in cause-effect relationships in the epidemiological studies - how do they arise?,Angelo G LevisNadia MinicuciPaolo RicciValerio GennaroSpiridione Garbisa,2011,Springer
910,"Systematic review and meta-analysis comparing land and aquatic exercise for people with hip or knee arthritis on function, mobility and other health outcomes",Stephanie I BatterhamSophie HeywoodJennifer L Keating,2011,Springer
911,Evaluating distributed real-time and embedded system test correctness using system execution traces,James H. HillPooja VarshneyaDouglas C. Schmidt,2011,Springer
912,The Importance of the Geographic Level of Analysis in the Assessment of the Quality of Life: The Case of Spain,Eduardo GonzálezAna CárcabaJuan Ventura,2011,Springer
913,A Peek under the Engine Hood: The Methodology of Subnational Economic Governance Indices,Edmund J. MaleskyNina Merchant-Vega,2011,Springer
914,Quality distortions in vertical relations,Pio BaakeVanessa von Schlippenbach,2011,Springer
915,Air pollution control in ferroalloy manufacturing industries: an Indian regulatory assessment,Amitava Bandyopadhyay,2011,Springer
916,"Soundness of workflow nets: classification, decidability, and analysis",W. M. P. van der AalstK. M. van HeeA. H. M. ter HofstedeN. SidorovaH. M. W. VerbeekM. VoorhoeveM. T. Wynn,2011,Springer
917,"Measuring the Incidence, Causes, and Repercussions of Protocol Amendments",Kenneth A. Getz MBARachael Zuckerman MPHAnne B. Cropp PharmDAnna L. Hindle MScRandy Krauss PhDKenneth I. Kaitin PhD,2011,Springer
918,"Study of Mental Activity and Regular Training (SMART) in at risk individuals: A randomised double blind, sham controlled, longitudinal trial",Nicola J GatesMichael ValenzuelaPerminder S SachdevNalin A SinghBernhard T BauneHenry BrodatyChao SuoNidhi JainGuy C WilsonYi WangMichael K BakerDominique WilliamsonNasim ForoughiMaria A Fiatarone Singh,2011,Springer
919,"Assessment of plastic waste generation and its potential recycling of household solid waste in Can Tho City, Vietnam",Nguyen Phuc ThanhYasuhiro MatsuiTakeshi Fujiwara,2011,Springer
920,Polytomous Latent Scales for the Investigation of the Ordering of Items,Rudy LigtvoetL. Andries van der ArkWicher P. BergsmaKlaas Sijtsma,2011,Springer
921,Bio-energy supply chains and stakeholders,Stefan Gold,2011,Springer
922,The faunal drugstore: Animal-based remedies used in traditional medicines in Latin America,Rômulo RN AlvesHumberto N Alves,2011,Springer
923,The value of improved water quality in Guadiana estuary—a transborder application of contingent valuation methodology,M. Helena GuimarãesCarlos SousaTiago GarciaTomaz DentinhoTomasz Boski,2011,Springer
924,A privacy threat analysis framework: supporting the elicitation and fulfillment of privacy requirements,Mina DengKim WuytsRiccardo ScandariatoBart PreneelWouter Joosen,2011,Springer
925,Complete genome sequence of Odoribacter splanchnicus type strain (1651/6T),Markus GökerSabine GronowAhmet ZeytunMatt NolanSusan LucasAlla LapidusNancy HammonShweta DeshpandeJan-Fang ChengSam PitluckKonstantinos LioliosIoanna PaganiNatalia IvanovaKonstantinos MavromatisGalina OvchinikovaAmrita Pati,2011,Springer
926,Clustering and forecasting of dissolved oxygen concentration on a river basin,Marco CostaA. Manuela Gonçalves,2011,Springer
927,Enforcing kernel constraints by hardware-assisted virtualization,Éric LacombeVincent NicometteYves Deswarte,2011,Springer
928,Microbial community differences between propionate-fed microbial fuel cell systems under open and closed circuit conditions,Daniel Aguirre de CárcerPhuc Thi HaJae Kyung JangIn Seop Chang,2011,Springer
929,Field Study of Salt Balance of a Land Application System,Runbin DuanClifford B. FedlerChristopher D. Sheppard,2011,Springer
930,Work related musculoskeletal disorders amongst therapists in physically demanding roles: qualitative analysis of risk factors and strategies for prevention,Leanne PassierSteven McPhail,2011,Springer
931,Use of a multidimensional approach to study the evolution of software complexity,Raghvinder S. SangwanPamela Vercellone-SmithColin J. Neill,2010,Springer
932,Failure-aware workflow scheduling in cluster environments,Zhifeng YuChenjia WangWeisong Shi,2010,Springer
933,The moderating effect of knowledge sharing on the relationship between manufacturing activities and business performance,Tsu-Te (Andrew) HuangLe ChenRodney A Stewart,2010,Springer
934,The Effects of Ethical Codes on Ethical Perceptions of Actions Toward Stakeholders,Joseph A. McKinneyTisha L. EmersonMitchell J. Neubert,2010,Springer
935,Living Off Uncertainty: The Intelligent Animal Production of Dryland Pastoralists,Saverio KrätliNikolaus Schareika,2010,Springer
936,Study of the mechanical compression behavior of municipal solid waste by temperature-controlled compression tests,Rong-Her ChenKuo-Sheng ChenChia-Nan Liu,2010,Springer
937,"Why don't some women attend antenatal and postnatal care services?: a qualitative study of community members' perspectives in Garut, Sukabumi and Ciamis districts of West Java Province, Indonesia",Christiana R TitaleyCynthia L HunterPeter HeywoodMichael J Dibley,2010,Springer
938,International Society for Quality of Life Research ~ 2010 Conference Abstracts,,2010,Springer
939,An empirical investigation into open source web applications’ implementation vulnerabilities,Toan HuynhJames Miller,2010,Springer
940,Health care utilisation and immigration in Spain,José-Ignacio AntónRafael Muñoz de Bustillo,2010,Springer
941,"Potential threat of malaria epidemics in a low transmission area, as exemplified by São Tomé and Príncipe",Pei-Wen LeeChia-Tai LiuVirgilio E do RosarioBruno de SousaHerodes Sacramento RampaoMen-Fang Shaio,2010,Springer
942,Correlating pharmaceutical data with a national health survey as a proxy for estimating rural population health,Ronald E CossmanJeralynn S CossmanWesley L JamesTroy BlanchardRichard ThomasLouis G PolArthur G Cosby,2010,Springer
943,Understanding the human context in requirements elicitation,Rubén Fuentes-FernándezJorge J. Gómez-SanzJuan Pavón,2010,Springer
944,Design-related bias in estimates of accuracy when comparing imaging tests: examples from breast imaging research,Nehmat HoussamiStefano Ciatto,2010,Springer
945,"International Federation for the Surgery of Obesity and Metabolic Disorders. XV World Congress, Long Beach Convention Center –  Long Beach, California, USA. September 3–7, 2010",,2010,Springer
946,On the benefits of quantification in AspectJ systems,Marco Tulio ValenteCesar CoutoJaqueline FariaSérgio Soares,2010,Springer
947,Beyond Simon’s Means-Ends Analysis: Natural Creativity and the Unanswered ‘Why’ in the Design of Intelligent Systems for Problem-Solving,Sukanto BhattacharyaYonggui WangDongming Xu,2010,Springer
948,"The Use of Qualitative Comparative Analysis for Critical Event Research in Alcohol and HIV in Mumbai, India",Jean J. SchensulDevyani ChandranS. K. SinghMarlene BergSharad SinghKamla Gupta,2010,Springer
949,VIREX and VRXQuery: interactive approach for visual querying of relational databases to produce XML,Anthony LoTansel ÖzyerKeivan KianmehrReda Alhajj,2010,Springer
950,Anti-cyanobacterial activity of Moringa oleifera seeds,Miquel LürlingWendy Beekman,2010,Springer
951,A case study to evaluate the suitability of graph transformation tools for program refactoring,Javier PérezYania CrespoBerthold HoffmannTom Mens,2010,Springer
952,"Utilization and management practices of animal manure for replenishing soil fertility among smallscale crop farmers in semi-arid farming districts of the North West Province, South Africa",Simeon A. Materechera,2010,Springer
953,Reproduction of the West Mediterranean endemic Arum pictum (Araceae) on Corsica,Angélique QuilichiniDavid MacquartDenis BarabéJérôme AlbreMarc Gibernau,2010,Springer
954,Code generation by model transformation: a case study in transformation modularity,Zef HemelLennart C. L. KatsDanny M. GroenewegenEelco Visser,2010,Springer
955,"Adapting plans in progress in distributed supervisory work: aspects of complexity, coupling, and control",Tom Kontogiannis,2010,Springer
956,"New Urbanist developments in flood-prone areas: safe development, or safe development paradox?",Mark R. StevensYan SongPhilip R. Berke,2010,Springer
957,FROM PISA TO EDUCATIONAL STANDARDS: THE IMPACT OF LARGE-SCALE ASSESSMENTS ON SCIENCE EDUCATION IN GERMANY,Knut NeumannHans E. FischerAlexander Kauertz,2010,Springer
958,"Preferred analysis methods for Affymetrix GeneChips. II. An expanded, balanced, wholly-defined spike-in dataset",Qianqian ZhuJeffrey C MiecznikowskiMarc S Halfon,2010,Springer
959,From a domain analysis to the specification and detection of code and design smells,Naouel MohaYann-Gaël GuéhéneucAnne-Françoise Le MeurLaurence DuchienAlban Tiberghien,2010,Springer
960,Editorial,J. L. Fiadeiro,2010,Springer
961,Mathematical Context in Interactive Documents,A. M. CohenH. CuypersR. Verrijzer,2010,Springer
962,Journal Scan: Journal of Shoulder and Elbow Surgery,Edwin E. Spencer Jr MDJay D. Keener MDAnand M. Murthi MD,2010,Springer
963,Improving the quality of use case models using antipatterns,Mohamed El-AttarJames Miller,2010,Springer
964,Fault-prone module detection using large-scale text features based on spam filtering,Hideaki HataOsamu MizunoTohru Kikuno,2010,Springer
965,The TLS Handshake Protocol: A Modular Analysis,P. MorrisseyN. P. SmartB. Warinschi,2010,Springer
966,Evidence of a filtered approach to environmental monitoring,Sandra Rousseau,2010,Springer
967,Why university members use and resist technology? A structure enactment perspective,Canchu LinRoss SingerLouisa Ha,2010,Springer
968,AAA Stent–Grafts: Past Problems and Future Prospects,Mital DesaiJames Eaton-EvansClaire HilleryRaheleh BakhshiZhong YouJian LuGeorge HamiltonAlexander M. Seifalian,2010,Springer
969,"Eliciting security requirements and tracing them to design: an integration of Common Criteria, heuristics, and UMLsec",Siv Hilde HoumbShareeful IslamEric KnaussJan JürjensKurt Schneider,2010,Springer
970,Statistical Tests of Conditional Independence Between Responses and/or Response Times on Test Items,Wim J. van der LindenCees A. W. Glas,2010,Springer
971,"Clearer Cues, More Consistent Voters: A Benefit of Elite Polarization",Matthew S. Levendusky,2010,Springer
972,Commonsense concepts of phenomenal consciousness: Does anyone care about functional zombies?,Bryce Huebner,2010,Springer
973,Basel II as a casualty of the global financial crisis,Imad A Moosa,2010,Springer
974,Regional business development policy in Central and Eastern Europe: a mechanism design perspective,Roswitha M. King,2010,Springer
975,Challenges facing European Monetary Union,,2010,Springer
